,id,keybit_meta,orate,erate_occur,erate_sample,tweet_word_cnt,tweet_keybit_cnt,tweet_keybit_ratio
33,50,"[['ablaz', 1, 1.0, 50], ['blaze', 1, 1.0, 50]]",0.0037237936477355817,0.0037237936477355817,0.9999992270894168,6,2,0.33333277777870374
7589,10843,"[['earthquak', 1, 1.0, 10843]]",0.003126146190582249,0.003126146190582249,0.9999987058837335,1,1,0.9999900000999989
3077,4413,"[['electrocut', 1, 0.0, 4413]]",0.005884510476390116,0.005884510476390116,0.9999988437511808,1,1,0.9999900000999989
304,446,"[['armageddon', 1, 0.0, 446], ['kill', 1, 0.0, 446]]",0.009424416022046843,0.009424416022046843,0.9999993047623095,6,2,0.33333277777870374
4477,6369,"[['blast', 1, 1.0, 6369], ['hostag', 1, 1.0, 6369], ['mass', 1, 1.0, 6369], ['massacr', 1, 1.0, 6369]]",0.005999446821212726,0.005999446821212726,0.9999995550135541,5,4,0.7999984000032001
6646,9520,"[['terror', 1, 0.0, 9520]]",0.012964312143296974,0.012964312143296974,0.9999989290790902,3,1,0.3333322222259259
9797,7308,"[['atom', 1, nan, 7308], ['nuclear', 1, nan, 7308]]",0.007033832445722765,0.007033832445722765,0.9999993629035638,6,2,0.33333277777870374
6890,9877,"[['car', 1, 0.0, 9877], ['trauma', 1, 0.0, 9877]]",0.015584766007189657,0.015584766007189657,0.999999405927715,3,2,0.6666644444518518
4879,6948,"[['attack', 1, 1.0, 6948], ['mass', 1, 1.0, 6948], ['massacr', 1, 1.0, 6948], ['polic', 1, 1.0, 6948]]",0.010527764919982485,0.010527764919982485,0.9999996283429718,7,4,0.571427755103207
9547,6521,"[['injur', 2, nan, 6521], ['injuri', 1, nan, 6521]]",0.008229124233884803,0.008229124233884803,0.9999993469565805,12,2,0.16666652777789354
9424,6124,"[['ash', 1, nan, 6124], ['fire', 1, nan, 6124], ['hell', 1, nan, 6124]]",0.024089730822526523,0.024089730822526523,0.9999995992853505,5,3,0.5999988000024
2909,4177,"[['drown', 1, 0.0, 4177]]",0.009102602143165961,0.009102602143165961,0.9999988989910102,5,1,0.19999960000080003
9618,6752,"[['atom', 1, nan, 6752], ['lightn', 1, nan, 6752], ['rock', 1, nan, 6752]]",0.004382737287049992,0.004382737287049992,0.9999994498836815,6,3,0.4999991666680556
1147,1652,"[['atom', 1, 1.0, 1652], ['bomb', 1, 1.0, 1652]]",0.014527392502277085,0.014527392502277085,0.9999993971357327,6,2,0.33333277777870374
398,575,"[['arson', 1, 1.0, 575], ['fire', 1, 1.0, 575], ['suspect', 1, 1.0, 575]]",0.01658084526079752,0.01658084526079752,0.9999995209827097,9,3,0.3333329629633745
1068,1543,"[['bomb', 1, 0.0, 1543], ['threat', 1, 0.0, 1543]]",0.01328612795303189,0.01328612795303189,0.9999993289539806,3,2,0.6666644444518518
7897,920,"[['bioterror', 1, nan, 920], ['med', 1, nan, 920], ['terror', 1, nan, 920]]",0.013025617811162559,0.013025617811162559,0.9999995678640606,7,3,0.4285708163274053
9360,5895,"[['harm', 1, nan, 5895]]",0.004321437381098992,0.004321437381098992,0.9999987872353007,13,1,0.07692301775152481
10041,8115,"[['polic', 1, nan, 8115], ['rescu', 1, nan, 8115], ['suspect', 1, nan, 8115], ['traffic', 1, nan, 8115]]",0.007884330496842777,0.007884330496842777,0.9999995605381511,13,4,0.30769207100609924
952,1379,"[['ash', 1, 0.0, 1379], ['die', 1, 0.0, 1379]]",0.019446477938174705,0.019446477938174705,0.999999448505343,14,2,0.1428570408163994
9890,7599,"[['caus', 1, nan, 7599], ['mayhem', 1, nan, 7599], ['miss', 1, nan, 7599], ['pandemonium', 1, nan, 7599]]",0.0054937463228729565,0.0054937463228729565,0.9999994604504298,9,4,0.44444395061783265
8918,4291,"[['drown', 1, nan, 4291]]",0.009102602143165961,0.009102602143165961,0.9999988989910102,3,1,0.3333322222259259
967,1399,[],0.0,0.0,0.0,13,0,0.0
9244,5500,"[['flame', 1, nan, 5500]]",0.005332837619228543,0.005332837619228543,0.9999988275874091,1,1,0.9999900000999989
9849,7454,"[['fact', 1, nan, 7454], ['obliter', 1, nan, 7454]]",0.0055167313299786394,0.0055167313299786394,0.9999992825303191,6,2,0.33333277777870374
6561,9387,"[['surviv', 1, 0.0, 9387]]",0.011309293571812254,0.011309293571812254,0.9999989187002749,4,1,0.24999937500156252
5764,8226,"[['caus', 1, 0.0, 8226], ['kill', 1, 0.0, 8226], ['riot', 1, 0.0, 8226]]",0.010880221936382843,0.010880221936382843,0.9999995711276146,15,3,0.19999986666675557
592,856,"[['bioterror', 1, 1.0, 856], ['terror', 1, 1.0, 856]]",0.009010661172298444,0.009010661172298444,0.9999993736302483,8,2,0.24999968750039064
6811,9757,[],0.0,0.0,0.0,1,0,0.0
8198,1903,"[['burn', 1, nan, 1903], ['fear', 1, nan, 1903], ['fire', 1, nan, 1903]]",0.02169914684777198,0.02169914684777198,0.9999996001938736,14,3,0.21428556122459913
4667,6634,"[['claim', 1, 0.0, 6634], ['inund', 1, 0.0, 6634]]",0.003218093275820873,0.003218093275820873,0.9999991940564468,9,2,0.22222197530891633
8525,2999,"[['dead', 1, nan, 2999]]",0.00993011142890832,0.00993011142890832,0.9999989074085086,2,1,0.49999750001249993
2009,2885,"[['damag', 1, 1.0, 2885], ['home', 1, 1.0, 2885]]",0.010481789526959414,0.010481789526959414,0.9999993992490965,7,2,0.2857138775516035
9568,6592,"[['claim', 1, nan, 6592], ['inund', 1, nan, 6592]]",0.003218093275820873,0.003218093275820873,0.9999991940564468,8,2,0.24999968750039064
8480,2845,"[['cycl', 1, nan, 2845], ['cyclon', 1, nan, 2845], ['issu', 1, nan, 2845], ['sever', 1, nan, 2845], ['typhoon', 1, nan, 2845], ['war', 1, nan, 2845], ['warn', 1, nan, 2845], ['weather', 1, nan, 2845]]",0.007390124115412376,0.007390124115412376,0.9999996971742315,11,8,0.7272720661163036
4104,5833,"[['hail', 1, 1.0, 5833], ['sever', 1, 1.0, 5833], ['storm', 1, 1.0, 5833], ['wind', 1, 1.0, 5833]]",0.013286131274563047,0.013286131274563047,0.9999996347214951,9,4,0.44444395061783265
1964,2828,"[['cycl', 1, 1.0, 2828], ['cyclon', 1, 1.0, 2828]]",0.0043214395418166,0.0043214395418166,0.9999992552087733,7,2,0.2857138775516035
434,630,"[['arrest', 1, 1.0, 630], ['arson', 1, 1.0, 630]]",0.0032640660369040284,0.0032640660369040284,0.9999991406888458,5,2,0.39999920000160005
10391,9229,"[['attack', 1, nan, 9229], ['bomb', 1, nan, 9229], ['islam', 1, nan, 9229], ['suicid', 1, nan, 9229]]",0.01215979834644265,0.01215979834644265,0.9999995616161489,12,4,0.33333305555578707
8583,3220,"[['delug', 1, nan, 3220]]",0.00579256500019652,0.00579256500019652,0.9999988412710252,11,1,0.09090900826453795
9457,6229,[],0.0,0.0,0.0,0,0,0.0
2227,3185,"[['delug', 1, 0.0, 3185]]",0.00579256500019652,0.00579256500019652,0.9999988412710252,7,1,0.14285693877580175
10168,8529,"[['scream', 1, nan, 8529]]",0.010665675238457085,0.010665675238457085,0.9999989137941971,4,1,0.24999937500156252
7778,545,[],0.0,0.0,0.0,3,0,0.0
318,463,[],0.0,0.0,0.0,1,0,0.0
5664,8083,"[['rescu', 1, 0.0, 8083]]",0.010481784286069893,0.010481784286069893,0.9999989122817972,5,1,0.19999960000080003
3000,4309,"[['dust', 1, 1.0, 4309], ['storm', 1, 1.0, 4309]]",0.017193812645100094,0.017193812645100094,0.9999993883185283,5,2,0.39999920000160005
5871,8388,"[['ruin', 1, 0.0, 8388]]",0.004045600952518205,0.004045600952518205,0.9999987727285516,6,1,0.16666638888935187
2628,3771,"[['car', 1, 0.0, 3771], ['destruct', 1, 0.0, 3771]]",0.014435446980110773,0.014435446980110773,0.9999993597341127,7,2,0.2857138775516035
10278,8897,"[['snowstorm', 1, nan, 8897], ['storm', 1, nan, 8897], ['year', 1, nan, 8897]]",0.015753335423382486,0.015753335423382486,0.9999995126560991,7,3,0.4285708163274053
852,1234,"[['blood', 1, 0.0, 1234]]",0.00809120190503641,0.00809120190503641,0.999998886364763,11,1,0.09090900826453795
3524,5038,"[['arrest', 1, 0.0, 5038], ['eyewit', 1, 0.0, 5038]]",0.0022066925319914553,0.0022066925319914553,0.9999990644289779,9,2,0.22222197530891633
9263,5562,"[['flood', 1, nan, 5562], ['road', 1, nan, 5562]]",0.01043581676587626,0.01043581676587626,0.9999994010982537,16,2,0.12499992187504883
5011,7147,"[['mudslid', 1, 1.0, 7147]]",0.0030342007143886536,0.0030342007143886536,0.9999986969710919,4,1,0.24999937500156252
2664,3826,"[['bomb', 1, 1.0, 3826], ['deton', 1, 1.0, 3826], ['terror', 1, 1.0, 3826], ['war', 1, 1.0, 3826]]",0.017469653579010237,0.017469653579010237,0.999999687559795,8,4,0.4999993750007813
251,356,"[['annihil', 1, 1.0, 356], ['forest', 1, 1.0, 356], ['servic', 1, 1.0, 356]]",0.006007108449383203,0.006007108449383203,0.9999995084785592,14,3,0.21428556122459913
2929,4210,"[['drown', 1, 0.0, 4210]]",0.009102602143165961,0.009102602143165961,0.9999988989910102,8,1,0.12499984375019532
10641,9999,"[['tsunami', 1, nan, 9999]]",0.0026664188096142713,0.0026664188096142713,0.9999986551738776,8,1,0.12499984375019532
2351,3383,"[['car', 1, 0.0, 3383], ['demolit', 1, 0.0, 3383]]",0.013929746608196066,0.013929746608196066,0.9999993150187138,8,2,0.24999968750039064
8094,1564,"[['bomb', 1, nan, 1564]]",0.023538041905560463,0.023538041905560463,0.9999989609385408,4,1,0.24999937500156252
10298,8950,"[['storm', 1, nan, 8950], ['war', 1, nan, 8950]]",0.02698601075581218,0.02698601075581218,0.9999994656043936,6,2,0.33333277777870374
4600,6542,"[['injur', 1, 0.0, 6542]]",0.012504584762328996,0.012504584762328996,0.9999989264716672,8,1,0.12499984375019532
8943,4390,[],0.0,0.0,0.0,1,0,0.0
9237,5464,"[['fire', 1, nan, 5464], ['flame', 3, nan, 5464]]",0.02307832606374397,0.02307832606374397,0.999999402532156,12,2,0.16666652777789354
9900,7637,"[['pandemonium', 1, nan, 7637]]",0.0028503097620014625,0.0028503097620014625,0.9999986774207816,12,1,0.08333326388894677
1208,1740,"[['burn', 1, 1.0, 1740], ['scream', 1, 1.0, 1740]]",0.013699882802780288,0.013699882802780288,0.9999994294243146,12,2,0.16666652777789354
4226,6001,"[['fear', 1, 0.0, 6001], ['hazard', 1, 0.0, 6001]]",0.007033832445722765,0.007033832445722765,0.999999368602188,8,2,0.24999968750039064
5577,7958,"[['caus', 1, 1.0, 7958], ['kill', 1, 1.0, 7958], ['landslid', 1, 1.0, 7958], ['rain', 1, 1.0, 7958], ['sever', 1, 1.0, 7958], ['storm', 1, 1.0, 7958]]",0.014113642357073788,0.014113642357073788,0.9999997165983737,7,6,0.8571416326548106
6191,8838,"[['siren', 1, 0.0, 8838]]",0.005057001190647756,0.005057001190647756,0.999998818183033,5,1,0.19999960000080003
1923,2766,"[['curfew', 1, 0.0, 2766], ['offic', 1, 0.0, 2766]]",0.006436186551641746,0.006436186551641746,0.9999993163215585,5,2,0.39999920000160005
1261,1817,"[['displac', 1, 1.0, 1817], ['fire', 1, 1.0, 1817]]",0.022296789125330334,0.022296789125330334,0.9999993667878657,9,2,0.22222197530891633
5573,7953,"[['rain', 1, 0.0, 7953], ['storm', 1, 0.0, 7953]]",0.025376964117901742,0.025376964117901742,0.9999994627331893,10,2,0.1999998000002
8975,4484,"[['electrocut', 1, nan, 4484]]",0.005884510476390116,0.005884510476390116,0.9999988437511808,1,1,0.9999900000999989
1523,2203,"[['catastroph', 1, 0.0, 2203], ['climat', 1, 0.0, 2203], ['year', 1, 0.0, 2203]]",0.007570182586722712,0.007570182586722712,0.9999993991044884,11,3,0.2727270247936138
8608,3290,"[['demolish', 1, nan, 3290], ['year', 1, nan, 3290]]",0.01043581676587626,0.01043581676587626,0.9999993890521286,5,2,0.39999920000160005
3495,4995,"[['miss', 2, 0.0, 4995]]",0.007907310952649219,0.007907310952649219,0.9999988837220601,5,1,0.19999960000080003
4843,6897,"[['mass', 1, 1.0, 6897], ['murder', 1, 1.0, 6897]]",0.009608307066379464,0.009608307066379464,0.9999994018598131,15,2,0.1333332444445037
9676,6934,"[['mass', 1, nan, 6934], ['murder', 1, nan, 6934]]",0.009608307066379464,0.009608307066379464,0.9999994018598131,8,2,0.24999968750039064
7823,692,"[['attack', 1, nan, 692]]",0.01305625761949057,0.01305625761949057,0.9999989295785402,6,1,0.16666638888935187
9292,5678,"[['flood', 1, nan, 5678], ['year', 1, nan, 5678]]",0.014527392502277085,0.014527392502277085,0.9999994365846725,8,2,0.24999968750039064
6458,9239,"[['bomb', 1, 1.0, 9239], ['murder', 1, 1.0, 9239], ['suicid', 1, 1.0, 9239], ['terror', 1, 1.0, 9239]]",0.013745859000326476,0.013745859000326476,0.9999996719709827,12,4,0.33333305555578707
9883,7572,"[['air', 2, nan, 7572], ['famili', 2, nan, 7572], ['fatal', 1, nan, 7572], ['outbreak', 1, nan, 7572]]",0.010849574328016883,0.010849574328016883,0.999999621643879,8,4,0.4999993750007813
4766,6783,"[['war', 1, 0.0, 6783]]",0.024365551191302827,0.024365551191302827,0.9999989622651902,4,1,0.24999937500156252
3533,5050,"[['eyewit', 1, 0.0, 5050]]",0.0026664188096142713,0.0026664188096142713,0.9999986551738776,11,1,0.09090900826453795
4626,6575,[],0.0,0.0,0.0,6,0,0.0
9247,5511,"[['flatten', 1, nan, 5511]]",0.0030342007143886536,0.0030342007143886536,0.9999986969710919,8,1,0.12499984375019532
35,53,"[['ablaz', 1, 0.0, 53], ['blaze', 1, 0.0, 53]]",0.0037237936477355817,0.0037237936477355817,0.9999992270894168,6,2,0.33333277777870374
6152,8777,[],0.0,0.0,0.0,11,0,0.0
3070,4405,"[['electrocut', 1, 0.0, 4405], ['tension', 1, 0.0, 4405]]",0.0035399026034029606,0.0035399026034029606,0.9999990372604048,9,2,0.22222197530891633
1454,2097,"[['hate', 1, 1.0, 2097]]",0.0028503097620014625,0.0028503097620014625,0.9999986774207816,6,1,0.16666638888935187
10774,10493,"[['fire', 1, nan, 10493], ['rock', 1, nan, 10493], ['wildfir', 1, nan, 10493]]",0.01700992443575346,0.01700992443575346,0.9999995336505199,5,3,0.5999988000024
4829,6876,"[['mass', 1, 1.0, 6876], ['murder', 1, 1.0, 6876], ['save', 1, 1.0, 6876]]",0.008213801349156625,0.008213801349156625,0.9999995447426622,8,3,0.37499953125058594
4317,6130,"[['fire', 1, 0.0, 6130], ['hell', 1, 0.0, 6130]]",0.023629999196741837,0.023629999196741837,0.999999417310469,8,2,0.24999968750039064
9478,6286,"[['home', 1, nan, 6286], ['hostag', 1, nan, 6286], ['med', 1, nan, 6286]]",0.01382247913608074,0.01382247913608074,0.999999580854155,9,3,0.3333329629633745
1981,2852,"[['cycl', 1, 0.0, 2852], ['cyclon', 1, 0.0, 2852]]",0.0043214395418166,0.0043214395418166,0.9999992552087733,5,2,0.39999920000160005
10802,10595,"[['attack', 1, nan, 10595], ['kill', 2, nan, 10595], ['suspect', 1, nan, 10595], ['wound', 1, nan, 10595]]",0.0101140099667954,0.0101140099667954,0.9999996305019251,13,4,0.30769207100609924
10077,8229,"[['riot', 1, nan, 8229]]",0.006803965238326072,0.006803965238326072,0.9999988648660183,9,1,0.11111098765445816
1608,2321,"[['collaps', 1, 1.0, 2321], ['crisi', 2, 1.0, 2321]]",0.006206322746225969,0.006206322746225969,0.999999218045621,12,2,0.16666652777789354
3325,4762,"[['evacu', 1, 1.0, 4762]]",0.011677075476586637,0.011677075476586637,0.9999989212609275,4,1,0.24999937500156252
3016,4330,"[['dust', 1, 1.0, 4330], ['storm', 1, 1.0, 4330], ['year', 1, 1.0, 4330]]",0.01651954823580381,0.01651954823580381,0.999999572010272,10,3,0.2999997000003
6260,8945,"[['typhoon', 1, 1.0, 8945]]",0.005148946666841351,0.005148946666841351,0.9999988214297819,7,1,0.14285693877580175
8374,2481,"[['car', 1, nan, 2481], ['chemic', 1, nan, 2481], ['collid', 1, nan, 2481]]",0.011646434748804172,0.011646434748804172,0.9999995084017094,11,3,0.2727270247936138
10281,8904,"[['snowstorm', 1, nan, 8904], ['storm', 1, nan, 8904]]",0.01604449361802121,0.01604449361802121,0.9999992992872839,10,2,0.1999998000002
4292,6097,"[['fire', 1, 1.0, 6097], ['hell', 1, 1.0, 6097], ['save', 1, 1.0, 6097]]",0.017561597660696815,0.017561597660696815,0.9999995550431012,10,3,0.2999997000003
95,137,"[['accid', 1, 1.0, 137]]",0.009102602143165961,0.009102602143165961,0.9999988989910102,12,1,0.08333326388894677
2138,3070,"[['death', 1, 0.0, 3070], ['die', 1, 0.0, 3070], ['thousand', 1, 0.0, 3070]]",0.008826771599093688,0.008826771599093688,0.9999994704245526,3,3,0.9999966666777778
8171,1825,"[['burn', 1, nan, 1825], ['fire', 1, nan, 1825], ['home', 1, nan, 1825]]",0.023936488260042257,0.023936488260042257,0.999999619338894,11,3,0.2727270247936138
3616,5162,"[['fatal', 1, 1.0, 5162], ['year', 1, 1.0, 5162]]",0.014021692130362376,0.014021692130362376,0.9999994339829713,9,2,0.22222197530891633
5758,8218,"[['riot', 1, 1.0, 8218]]",0.006803965238326072,0.006803965238326072,0.9999988648660183,6,1,0.16666638888935187
3139,4511,"[['emerg', 1, 0.0, 4511]]",0.014067657857620122,0.014067657857620122,0.9999989346415926,10,1,0.0999999000001
487,705,"[['attack', 1, 0.0, 705]]",0.01305625761949057,0.01305625761949057,0.9999989295785402,12,1,0.08333326388894677
8351,2403,"[['car', 1, nan, 2403], ['collaps', 1, nan, 2403], ['today', 1, nan, 2403]]",0.014987122610961157,0.014987122610961157,0.9999995925372918,10,3,0.2999997000003
7391,10576,"[['storm', 1, 0.0, 10576], ['wind', 1, 0.0, 10576], ['windstorm', 1, 0.0, 10576]]",0.01550814732340766,0.01550814732340766,0.9999995478562831,12,3,0.24999979166684028
1041,1507,[],0.0,0.0,0.0,11,0,0.0
7465,10681,"[['car', 2, 1.0, 10681], ['die', 1, 1.0, 10681], ['med', 1, 1.0, 10681], ['milit', 1, 1.0, 10681], ['soldier', 1, 1.0, 10681], ['wound', 1, 1.0, 10681]]",0.012366676853592341,0.012366676853592341,0.9999996328852712,12,6,0.49999958333368055
7387,10571,"[['storm', 1, 0.0, 10571], ['wind', 1, 0.0, 10571], ['windstorm', 1, 0.0, 10571]]",0.01550814732340766,0.01550814732340766,0.9999995478562831,3,3,0.9999966666777778
7716,350,"[['save', 1, nan, 350]]",0.005424783095422138,0.005424783095422138,0.9999988305096729,2,1,0.49999750001249993
1512,2183,"[['armi', 1, 1.0, 2183], ['catastroph', 1, 1.0, 2183], ['scientist', 1, 1.0, 2183], ['war', 1, 1.0, 2183]]",0.007953289655707291,0.007953289655707291,0.9999989748332412,8,4,0.4999993750007813
8650,3407,"[['attack', 1, nan, 3407], ['derail', 1, nan, 3407], ['flood', 1, nan, 3407]]",0.012351350536231792,0.012351350536231792,0.9999995908145449,10,3,0.2999997000003
8627,3332,"[['demolish', 1, nan, 3332]]",0.005700619524002925,0.005700619524002925,0.9999988387108648,0,1,99999.99999999999
4254,6045,"[['heat', 1, 0.0, 6045], ['wave', 1, 0.0, 6045], ['year', 1, 0.0, 6045]]",0.009255850774049631,0.009255850774049631,0.9999995482569275,5,3,0.5999988000024
4113,5845,"[['hail', 1, 1.0, 5845], ['storm', 1, 1.0, 5845]]",0.017469649211599027,0.017469649211599027,0.9999993982654694,1,2,1.9999800001999979
8016,1310,"[['blood', 1, nan, 1310], ['hell', 1, nan, 1310], ['rain', 1, nan, 1310]]",0.011891622848778998,0.011891622848778998,0.9999995666762338,7,3,0.4285708163274053
3080,4421,"[['electrocut', 1, 0.0, 4421]]",0.005884510476390116,0.005884510476390116,0.9999988437511808,4,1,0.24999937500156252
7933,1039,"[['bleed', 1, nan, 1039]]",0.003401982619163036,0.003401982619163036,0.9999987297310731,8,1,0.12499984375019532
1149,1654,"[['bomb', 1, 1.0, 1654], ['dust', 1, 1.0, 1654], ['today', 1, 1.0, 1654]]",0.012565890123709764,0.012565890123709764,0.9999995568636943,8,3,0.37499953125058594
101,145,"[['accid', 1, 0.0, 145], ['issu', 1, 0.0, 145], ['war', 1, 0.0, 145]]",0.012933672273672,0.012933672273672,0.9999995629469118,11,3,0.2727270247936138
10845,10742,"[['conclus', 1, nan, 10742], ['confirm', 1, nan, 10742], ['med', 1, nan, 10742], ['wreck', 1, nan, 10742]]",0.010527764919982485,0.010527764919982485,0.9999995911224088,4,4,0.9999975000062501
10688,10181,"[['collaps', 1, nan, 10181], ['kill', 1, nan, 10181], ['storm', 1, nan, 10181], ['violent', 1, nan, 10181]]",0.014895178314735044,0.014895178314735044,0.99999963845303,8,4,0.4999993750007813
2239,3199,"[['delug', 1, 1.0, 3199], ['med', 1, 1.0, 3199]]",0.013424046236281356,0.013424046236281356,0.9999993988011736,9,2,0.22222197530891633
4024,5715,"[['fire', 1, 1.0, 5715], ['forest', 1, 1.0, 5715], ['war', 1, 1.0, 5715]]",0.02359935462257687,0.02359935462257687,0.9999995919358796,3,3,0.9999966666777778
1941,2792,"[['curfew', 1, 0.0, 2792]]",0.003401982619163036,0.003401982619163036,0.9999987297310731,19,1,0.05263155124655198
5603,7994,"[['fire', 1, 1.0, 7994], ['home', 1, 1.0, 7994], ['raze', 1, 1.0, 7994], ['wildfir', 1, 1.0, 7994]]",0.016067484015431784,0.016067484015431784,0.9999996151694545,7,4,0.571427755103207
2625,3766,"[['destruct', 1, 0.0, 3766]]",0.0037697645239374183,0.0037697645239374183,0.9999987560988643,9,1,0.11111098765445816
1791,2570,"[['ash', 1, 1.0, 2570], ['crash', 1, 1.0, 2570]]",0.019078695849509462,0.019078695849509462,0.9999994466528919,3,2,0.6666644444518518
2150,3085,"[['death', 1, 0.0, 3085]]",0.010481784286069893,0.010481784286069893,0.9999989122817972,11,1,0.09090900826453795
10467,9462,[],0.0,0.0,0.0,4,0,0.0
10062,8185,"[['rescu', 1, nan, 8185], ['rescuer', 1, nan, 8185]]",0.0069878596846396105,0.0069878596846396105,0.9999993245617795,1,2,1.9999800001999979
6134,8752,"[['attack', 1, 0.0, 8752], ['siren', 1, 0.0, 8752]]",0.0090566339333816,0.0090566339333816,0.9999993738799735,11,2,0.1818180165290759
1780,2555,[],0.0,0.0,0.0,5,0,0.0
8292,2202,"[['catastroph', 1, nan, 2202], ['collaps', 1, nan, 2202]]",0.008229124233884803,0.008229124233884803,0.9999993792175998,8,2,0.24999968750039064
4565,6491,"[['fact', 1, 0.0, 6491], ['injur', 1, 0.0, 6491], ['injuri', 1, 0.0, 6491]]",0.006436187624339147,0.006436187624339147,0.9999994571108365,13,3,0.23076905325457442
7235,10361,"[['weapon', 1, 0.0, 10361]]",0.00809120190503641,0.00809120190503641,0.999998886364763,12,1,0.08333326388894677
5064,7218,"[['disast', 1, 0.0, 7218]]",0.012136802857554614,0.012136802857554614,0.9999989242435059,7,1,0.14285693877580175
3921,5577,"[['flood', 1, 0.0, 5577], ['road', 1, 0.0, 5577]]",0.01043581676587626,0.01043581676587626,0.9999994010982537,16,2,0.12499992187504883
5304,7577,"[['air', 2, 1.0, 7577], ['famili', 2, 1.0, 7577], ['fatal', 1, 1.0, 7577], ['outbreak', 1, 1.0, 7577]]",0.010849574328016883,0.010849574328016883,0.999999621643879,8,4,0.4999993750007813
10695,10211,"[['volcano', 1, nan, 10211]]",0.0026664188096142713,0.0026664188096142713,0.9999986551738776,10,1,0.0999999000001
1786,2564,"[['ash', 1, 1.0, 2564], ['crash', 1, 1.0, 2564], ['victim', 1, 1.0, 2564]]",0.013577291036105917,0.013577291036105917,0.9999995120543296,7,3,0.4285708163274053
518,748,"[['avalanch', 1, 0.0, 748], ['offic', 1, 0.0, 748]]",0.005838540657560728,0.005838540657560728,0.9999992431234472,6,2,0.33333277777870374
8973,4481,"[['electrocut', 1, nan, 4481], ['war', 1, nan, 4481]]",0.015125038396358105,0.015125038396358105,0.9999994030073869,10,2,0.1999998000002
856,1238,"[['blood', 1, 0.0, 1238]]",0.00809120190503641,0.00809120190503641,0.999998886364763,3,1,0.3333322222259259
10649,10033,"[['twister', 1, nan, 10033]]",0.003401982619163036,0.003401982619163036,0.9999987297310731,6,1,0.16666638888935187
5943,8489,"[['med', 1, 1.0, 8489], ['scream', 1, 1.0, 8489]]",0.015860602573688588,0.015860602573688588,0.9999994350627777,0,2,199999.99999999997
1594,2301,"[['die', 1, 0.0, 2301]]",0.01388376690523293,0.01388376690523293,0.9999989337759051,14,1,0.0714285204081997
483,699,"[['attack', 2, 1.0, 699], ['injur', 1, 1.0, 699], ['milit', 2, 1.0, 699], ['polic', 2, 1.0, 699], ['suspect', 1, 1.0, 699]]",0.010003675812795845,0.010003675812795845,0.9999996823609878,12,5,0.4166663194447338
1157,1666,"[['bomb', 1, 0.0, 1666]]",0.023538041905560463,0.023538041905560463,0.9999989609385408,5,1,0.19999960000080003
