id,sent_neg,sent_neu,sent_pos,sent_compound,blob_pol,blob_subj
10371,0.0,0.844,0.156,0.3412,0.0,0.0
9395,0.394,0.606,0.0,-0.4404,0.0,0.0
3461,0.434,0.566,0.0,-0.5574,0.0,0.5
5850,0.0,0.602,0.398,0.5106,0.4,0.8
916,0.464,0.536,0.0,-0.3818,0.0,0.0
4619,0.0,0.92,0.08,0.0772,0.5,0.9
7697,0.175,0.663,0.163,-0.0516,0.0,0.0
4640,0.178,0.822,0.0,-0.3818,0.0,0.0
4568,0.231,0.769,0.0,-0.5859,0.4,0.5
4198,0.305,0.582,0.113,-0.6808,-0.55,0.55
3473,0.324,0.676,0.0,-0.34,0.0,0.0
8919,0.268,0.732,0.0,-0.6705,-0.35000000000000003,0.5
9416,0.231,0.769,0.0,-0.2732,0.0,0.0
128,0.0,0.795,0.205,0.2023,0.0,0.0
10015,0.0,0.851,0.149,0.4215,0.3666666666666667,0.5499999999999999
3301,0.284,0.62,0.096,-0.6658,0.3,0.1
8641,0.0,0.899,0.101,0.2023,0.24166666666666667,0.8083333333333332
3841,0.202,0.798,0.0,-0.6486,0.0,0.0
350,0.0,0.621,0.379,0.6705,0.1,0.4
1108,0.0,0.612,0.388,0.9131,0.2125,0.8333333333333334
9503,0.299,0.701,0.0,-0.6908,0.0,0.0
7095,0.0,1.0,0.0,0.0,0.2,0.425
6100,0.108,0.791,0.101,-0.0516,0.275,0.55
1434,0.193,0.604,0.202,0.0772,0.15,0.7
7528,0.0,1.0,0.0,0.0,0.0,0.5
2400,0.238,0.762,0.0,-0.6486,0.0,0.0
5441,0.122,0.878,0.0,-0.3612,0.0625,0.3333333333333333
10326,0.22,0.63,0.15,-0.2263,0.8,0.7
6410,0.0,1.0,0.0,0.0,0.0,0.0
1745,0.0,1.0,0.0,0.0,-0.6,0.8
9795,0.236,0.764,0.0,-0.5267,-0.2,0.0
9182,0.239,0.502,0.26,-0.1363,0.425,0.9
6652,0.209,0.791,0.0,-0.4404,0.1,0.0
7841,0.0,0.794,0.206,0.3818,0.0,0.0
8449,0.2,0.612,0.188,-0.0772,0.4,0.4
745,0.167,0.833,0.0,-0.4588,0.0,0.0
5635,0.0,1.0,0.0,0.0,0.0,0.0
8631,0.0,0.863,0.137,0.2263,0.0,0.0
9254,0.0,1.0,0.0,0.0,0.0,0.0
2688,0.118,0.662,0.221,0.34,0.5,1.0
7791,0.0,1.0,0.0,0.0,0.0,0.0
8006,0.0,1.0,0.0,0.0,0.5,0.7
10163,0.504,0.496,0.0,-0.7269,-0.8,1.0
9719,0.273,0.497,0.23,-0.1779,1.0,1.0
1621,0.267,0.733,0.0,-0.8074,0.0,0.0
8294,0.241,0.759,0.0,-0.6597,0.0,0.0
4503,0.302,0.698,0.0,-0.3818,0.0,0.0
6260,0.17,0.604,0.225,0.25,-0.09999999999999998,0.875
6003,0.0,1.0,0.0,0.0,0.6,0.9
6853,0.241,0.759,0.0,-0.7906,0.0,0.0
5068,0.0,0.737,0.263,0.3612,0.0,0.0
8062,0.0,0.584,0.416,0.6908,0.0,0.0
10781,0.0,1.0,0.0,0.0,0.4,1.0
1185,0.142,0.731,0.127,0.1531,0.4,0.8
8122,0.0,0.797,0.203,0.4215,0.0,0.0
6348,0.0,0.82,0.18,0.5106,0.35714285714285715,0.5714285714285714
7478,0.3,0.496,0.203,-0.5994,0.0,0.0
9563,0.227,0.773,0.0,-0.6249,-1.0,1.0
4659,0.142,0.73,0.128,-0.1027,0.0,0.0
5366,0.326,0.402,0.272,-0.0516,0.0,0.0
4836,0.167,0.833,0.0,-0.4588,0.0,0.0
7502,0.0,1.0,0.0,0.0,0.0,0.0
7051,0.0,1.0,0.0,0.0,0.0,0.35714285714285715
2085,0.207,0.793,0.0,-0.5267,0.0,0.0
9449,0.335,0.362,0.303,-0.4019,0.0,0.0
6626,0.163,0.837,0.0,-0.5106,0.0,0.0
5196,0.356,0.644,0.0,-0.802,-0.11944444444444446,0.4694444444444444
10663,0.252,0.748,0.0,-0.4019,-0.6,0.9
5291,0.464,0.173,0.363,-0.4144,0.5,0.55
6184,0.0,0.913,0.087,0.2023,0.0,0.0
3423,0.45,0.55,0.0,-0.5994,0.0,0.0
4819,0.0,1.0,0.0,0.0,-0.125,0.375
529,0.0,0.827,0.173,0.3182,0.0,0.0
5000,0.13,0.778,0.093,-0.25,-0.6999999999999998,0.6666666666666666
10742,0.0,1.0,0.0,0.0,0.4,1.0
8481,0.626,0.23,0.144,-0.8543,-0.625,1.0
9642,0.0,0.82,0.18,0.5574,0.4333333333333333,0.7333333333333333
7287,0.255,0.745,0.0,-0.6249,0.0,0.4
8287,0.352,0.648,0.0,-0.8271,-0.4,0.4
1004,0.118,0.882,0.0,-0.34,-0.19999999999999998,0.4666666666666666
6542,0.271,0.596,0.133,-0.4588,-0.5,0.9
10771,0.0,1.0,0.0,0.0,0.4,1.0
7969,0.0,1.0,0.0,0.0,0.5,0.7
4934,0.0,1.0,0.0,0.0,0.0,0.05
7147,0.0,0.783,0.217,0.3612,0.0,0.0
3926,0.365,0.635,0.0,-0.7845,-0.2,0.95
3303,0.0,0.775,0.225,0.4404,0.7,0.6000000000000001
7850,0.305,0.61,0.085,-0.6908,0.03409090909090906,0.6136363636363636
7123,0.0,0.877,0.123,0.2732,0.0,0.1
9350,0.0,0.574,0.426,0.6355,0.0,0.0
3544,0.186,0.686,0.127,-0.2006,0.024999999999999967,0.9
2994,0.137,0.863,0.0,-0.6486,-0.2,0.4
3735,0.0,0.688,0.312,0.7783,0.0,0.0
613,0.0,0.843,0.157,0.4215,0.3,0.5
10475,0.0,1.0,0.0,0.0,0.1,0.4
2582,0.403,0.597,0.0,-0.4019,0.0,0.0
10504,0.0,0.827,0.173,0.2235,-0.4,0.5
5503,0.38,0.62,0.0,-0.8689,-0.2,0.0
6027,0.0,1.0,0.0,0.0,0.6,0.9
2865,0.346,0.449,0.205,-0.296,0.25,1.0
9962,0.0,0.706,0.294,0.7034,0.3340909090909091,0.6386363636363637
1733,0.379,0.621,0.0,-0.7717,-0.1,0.2
7294,0.137,0.434,0.429,0.8679,0.45,0.7
3582,0.404,0.36,0.236,-0.765,-0.1875,0.875
4575,0.385,0.615,0.0,-0.6845,-0.44047619047619047,0.4619047619047619
9772,0.157,0.691,0.152,-0.0258,0.011111111111111118,0.32222222222222224
9656,0.0,0.465,0.535,0.3182,0.0,0.0
10408,0.0,0.763,0.237,0.4215,0.3,0.4
1513,0.134,0.822,0.045,-0.5574,0.5,0.5
3491,0.407,0.593,0.0,-0.6705,-0.07500000000000001,0.825
5417,0.0,0.822,0.178,0.5994,0.48333333333333334,0.5444444444444444
5705,0.0,1.0,0.0,0.0,0.0,0.0
9748,0.299,0.701,0.0,-0.8442,0.13636363636363635,0.5
942,0.368,0.632,0.0,-0.5423,-0.4,0.6
1646,0.0,1.0,0.0,0.0,0.0,0.0
565,0.18,0.82,0.0,-0.296,0.0,0.0
8943,0.0,0.692,0.308,0.7906,0.0,0.0
7406,0.483,0.425,0.093,-0.8779,-0.0625,0.85
2087,0.216,0.784,0.0,-0.296,0.0,0.0
2589,0.252,0.748,0.0,-0.4019,0.0,0.0
1617,0.0,1.0,0.0,0.0,0.0,0.0
3673,0.366,0.314,0.319,-0.2263,-0.44999999999999996,0.3333333333333333
5769,0.0,1.0,0.0,0.0,0.16666666666666669,0.3333333333333333
9515,0.158,0.707,0.135,-0.1779,-0.07142857142857142,0.21428571428571427
958,0.0,1.0,0.0,0.0,0.0,0.0
10284,0.315,0.484,0.202,-0.34,0.0,0.05
5039,0.0,1.0,0.0,0.0,0.2857142857142857,0.5357142857142857
9871,0.649,0.351,0.0,-0.5709,0.0,0.0
2316,0.444,0.556,0.0,-0.4939,0.0,0.0
8844,0.0,1.0,0.0,0.0,0.05,0.1
5804,0.113,0.8,0.087,-0.1027,-0.5,1.0
869,0.115,0.885,0.0,-0.296,0.0,0.0
4278,0.112,0.888,0.0,-0.2263,0.1392857142857143,0.3464285714285714
4900,0.222,0.696,0.082,-0.4939,-0.4,0.6
10216,0.0,1.0,0.0,0.0,0.24318181818181817,0.5022727272727273
10573,0.0,1.0,0.0,0.0,0.0,0.0
4996,0.0,1.0,0.0,0.0,0.0,0.0
9128,0.355,0.645,0.0,-0.8271,0.1,0.2
7933,0.0,0.718,0.282,0.6705,0.3,0.2
8335,0.184,0.816,0.0,-0.4019,0.13636363636363635,0.45454545454545453
4430,0.0,1.0,0.0,0.0,0.0,0.0
1128,0.0,0.785,0.215,0.5659,0.5,0.5
5171,0.525,0.475,0.0,-0.9403,-0.2,0.0
4848,0.099,0.826,0.074,-0.1531,0.0,0.0
4073,0.25,0.636,0.114,-0.4588,0.0,0.0
693,0.126,0.567,0.308,0.6705,0.0,0.0
2952,0.199,0.633,0.169,-0.25,-0.4,0.7
836,0.145,0.855,0.0,-0.296,0.0,0.0
1179,0.0,0.605,0.395,0.8779,0.19142857142857142,0.3642857142857142
6382,0.0,0.681,0.319,0.8176,0.5357142857142857,0.5738095238095239
10324,0.386,0.539,0.075,-0.8176,0.4,1.0
2719,0.184,0.263,0.553,0.5574,-0.1,0.1
2580,0.16,0.592,0.249,0.3612,1.0,0.3
10311,0.337,0.491,0.172,-0.3321,-0.25,0.5
9932,0.197,0.803,0.0,-0.4019,-0.03181818181818183,0.35
230,0.307,0.693,0.0,-0.4767,0.0,0.0
7417,0.326,0.543,0.13,-0.5574,-0.4,0.7
3049,0.302,0.698,0.0,-0.5994,0.0,0.0
5178,0.587,0.413,0.0,-0.7964,0.5,0.9
3080,0.0,0.868,0.132,0.4404,0.175,0.775
10783,0.196,0.804,0.0,-0.296,0.1,0.525
7596,0.0,1.0,0.0,0.0,0.0,0.0
2525,0.342,0.658,0.0,-0.6369,0.0,0.0
2018,0.475,0.392,0.132,-0.7906,-0.4,0.45
5285,0.785,0.215,0.0,-0.8074,-1.0,1.0
3449,0.578,0.422,0.0,-0.8993,0.2,0.30000000000000004
7106,0.184,0.816,0.0,-0.5574,-0.03333333333333333,0.06666666666666667
3348,0.0,1.0,0.0,0.0,-0.6,0.8
9020,0.0,1.0,0.0,0.0,0.0,0.0
10157,0.246,0.754,0.0,-0.7351,0.03125,0.275
5498,0.326,0.674,0.0,-0.4404,-0.8,0.9
6950,0.325,0.675,0.0,-0.6486,-0.07500000000000001,0.05
5872,0.0,0.674,0.326,0.4404,0.7,0.6000000000000001
4874,0.0,0.909,0.091,0.2023,0.0,0.0
6330,0.238,0.762,0.0,-0.3612,-0.09999999999999998,0.7
5231,0.246,0.546,0.208,-0.1779,0.6,0.75
1458,0.167,0.833,0.0,-0.5574,-0.1625,0.5875
2440,0.061,0.939,0.0,-0.0772,0.04545454545454545,0.3181818181818182
8634,0.0,0.808,0.192,0.2263,0.0,0.0
354,0.0,1.0,0.0,0.0,0.0,0.0
684,0.467,0.533,0.0,-0.7184,0.0,0.0
2697,0.211,0.789,0.0,-0.1531,0.0,0.0
3823,0.0,0.862,0.138,0.34,0.4,0.4
2296,0.0,0.792,0.208,0.2732,0.0,0.0
7691,0.276,0.724,0.0,-0.8126,0.0,0.5
2955,0.387,0.613,0.0,-0.8782,0.075,0.725
9275,0.302,0.698,0.0,-0.8439,0.1,0.15
6512,0.162,0.838,0.0,-0.4019,0.043181818181818175,0.42727272727272725
5385,0.224,0.776,0.0,-0.6705,0.0,0.0
9593,0.0,1.0,0.0,0.0,0.0,0.0
559,0.321,0.679,0.0,-0.6369,-0.6,0.8
6608,0.0,0.686,0.314,0.4939,0.0,0.0
2130,0.522,0.305,0.173,-0.6633,0.0,0.0
8626,0.0,1.0,0.0,0.0,0.0,0.0
9923,0.391,0.609,0.0,-0.8402,-0.13333333333333333,0.3666666666666667
9657,0.393,0.607,0.0,-0.8429,0.0,0.0
1605,0.0,0.865,0.135,0.3612,0.0,0.0
10164,0.542,0.458,0.0,-0.7964,-0.8,1.0
2863,0.401,0.51,0.089,-0.7096,0.0,0.0
9204,0.184,0.653,0.163,-0.128,0.0,0.0
10269,0.435,0.565,0.0,-0.9112,-0.06666666666666667,0.6
7491,0.0,1.0,0.0,0.0,0.0,0.0
2527,0.298,0.702,0.0,-0.6249,-0.1,0.1
3968,0.365,0.635,0.0,-0.8481,-0.25,0.25
3218,0.056,0.873,0.071,0.1027,0.25,0.75
3006,0.0,1.0,0.0,0.0,0.0,0.0
4247,0.0,0.838,0.162,0.4404,0.3,0.35000000000000003
159,0.127,0.441,0.433,0.762,0.2,0.25
517,0.0,1.0,0.0,0.0,0.175,0.325
9401,0.227,0.773,0.0,-0.6597,-0.025,0.2
7525,0.0,1.0,0.0,0.0,0.0,0.0
7247,0.401,0.599,0.0,-0.7717,0.0,0.0
9861,0.787,0.213,0.0,-0.5709,0.0,0.0
10429,0.0,1.0,0.0,0.0,0.0,0.0
3015,0.527,0.135,0.338,-0.34,0.0,0.0
737,0.167,0.833,0.0,-0.4588,0.0,0.0
655,0.429,0.571,0.0,-0.875,-0.25,0.2
9320,0.0,0.828,0.172,0.4019,0.375,1.0
6169,0.133,0.867,0.0,-0.3182,0.5,0.9
754,0.0,1.0,0.0,0.0,0.0,0.0
8002,0.0,1.0,0.0,0.0,0.5,0.7
3395,0.0,0.833,0.167,0.3818,0.0,0.0
9975,0.0,1.0,0.0,0.0,0.0,0.0
6042,0.0,0.736,0.264,0.7269,0.2,0.4
10612,0.481,0.519,0.0,-0.7579,-0.2,0.4
5134,0.259,0.741,0.0,-0.5423,0.0,0.0
6777,0.218,0.782,0.0,-0.5994,0.05000000000000002,0.5
2920,0.341,0.659,0.0,-0.8519,-0.32499999999999996,0.15000000000000002
4927,0.0,1.0,0.0,0.0,0.5,0.5
5968,0.0,0.684,0.316,0.5719,0.0,0.0
9499,0.281,0.719,0.0,-0.6908,0.0,0.0
7579,0.242,0.758,0.0,-0.6249,0.5,0.5
3625,0.0,1.0,0.0,0.0,-0.4,0.7
425,0.0,0.692,0.308,0.7973,0.6,0.9
5531,0.0,1.0,0.0,0.0,0.0,0.0
8878,0.0,1.0,0.0,0.0,0.0,0.0
267,0.0,0.896,0.104,0.296,0.25,0.25
1551,0.0,0.735,0.265,0.6187,0.8,0.75
3288,0.0,0.833,0.167,0.2023,0.0,0.0
2162,0.193,0.596,0.211,0.128,0.25,0.44999999999999996
5522,0.25,0.75,0.0,-0.7906,0.125,0.16666666666666666
2110,0.266,0.734,0.0,-0.8225,-0.05,0.2
1872,0.355,0.645,0.0,-0.872,-0.22499999999999998,0.6166666666666667
4608,0.148,0.709,0.143,-0.0258,0.0,0.0
70,0.0,1.0,0.0,0.0,0.0,0.0
5911,0.176,0.557,0.267,0.2431,0.6,0.55
8948,0.184,0.816,0.0,-0.5574,0.13636363636363635,0.45454545454545453
3924,0.39,0.457,0.154,-0.6901,-0.24999999999999992,0.7833333333333333
10640,0.0,0.762,0.238,0.3612,0.0,0.0
10495,0.0,1.0,0.0,0.0,0.0,0.0
4204,0.0,1.0,0.0,0.0,0.0,0.0
1079,0.333,0.667,0.0,-0.541,0.2,0.6
9374,0.0,0.469,0.531,0.8844,-0.4,0.7
10122,0.0,1.0,0.0,0.0,0.0,0.0
765,0.0,1.0,0.0,0.0,0.3,0.9
9074,0.286,0.714,0.0,-0.7184,-0.3166666666666667,0.3
1448,0.298,0.702,0.0,-0.6249,-0.4,0.4
6423,0.0,1.0,0.0,0.0,0.35,0.55
9423,0.0,0.812,0.188,0.4588,0.34545454545454546,0.6181818181818182
6099,0.0,0.895,0.105,0.2212,-0.1,1.0
5757,0.0,1.0,0.0,0.0,0.0,0.1
10058,0.484,0.516,0.0,-0.9217,0.0,0.0
9181,0.391,0.569,0.039,-0.872,0.0,0.0
2660,0.444,0.556,0.0,-0.1531,0.0,0.0
6001,0.0,0.55,0.45,0.6012,0.6,0.9
8010,0.0,1.0,0.0,0.0,0.0,0.0
1917,0.0,0.839,0.161,0.3612,0.1,0.4
6756,0.178,0.822,0.0,-0.0772,-0.3333333333333333,0.6666666666666666
8758,0.0,0.747,0.253,0.6948,0.325,0.625
7766,0.169,0.725,0.106,-0.3182,0.0,0.0
6262,0.0,0.781,0.219,0.6369,0.37083333333333335,0.49583333333333335
5929,0.618,0.382,0.0,-0.8442,0.0,0.0
2547,0.366,0.634,0.0,-0.6369,0.0,0.0
7798,0.273,0.727,0.0,-0.4588,0.0,0.0
8271,0.0,1.0,0.0,0.0,0.0,0.0
4065,0.145,0.855,0.0,-0.296,0.0,0.0
5999,0.0,0.842,0.158,0.4939,0.325,0.7999999999999999
4075,0.13,0.598,0.272,0.3818,0.0,0.0
6765,0.0,1.0,0.0,0.0,0.0,0.0
5281,0.095,0.503,0.402,0.8553,0.2333333333333333,0.39333333333333337
8506,0.464,0.536,0.0,-0.3818,0.0,0.0
5176,0.375,0.625,0.0,-0.802,-0.05,0.0
1839,0.284,0.602,0.114,-0.7269,0.0,0.06666666666666667
4712,0.128,0.752,0.12,-0.0516,0.0,0.0
2604,0.0,1.0,0.0,0.0,0.1,0.4
7702,0.474,0.526,0.0,-0.7351,0.0,0.0
4955,0.362,0.638,0.0,-0.6249,0.125,0.42500000000000004
3880,0.0,1.0,0.0,0.0,0.0,0.0
10056,0.0,0.841,0.159,0.5574,0.4,0.9
4671,0.093,0.795,0.113,0.0772,0.0,0.0
2062,0.0,1.0,0.0,0.0,0.0,0.0
3931,0.15,0.769,0.08,-0.4576,-0.15,0.65
9907,0.474,0.526,0.0,-0.872,-0.3,0.7000000000000001
325,0.0,1.0,0.0,0.0,0.0,0.0
8099,0.0,0.685,0.315,0.5574,0.25,0.375
373,0.0,1.0,0.0,0.0,0.0,0.1
3385,0.351,0.649,0.0,-0.4019,0.0,0.0
8180,0.0,1.0,0.0,0.0,0.0,0.0
2160,0.12,0.686,0.194,0.3182,0.2,0.2
4175,0.279,0.541,0.18,-0.2732,-0.5,1.0
2874,0.26,0.528,0.211,-0.0772,-0.03273809523809525,0.644345238095238
9436,0.199,0.679,0.122,-0.4019,0.0,0.0
1006,0.0,1.0,0.0,0.0,0.0,0.0
2012,0.118,0.547,0.335,0.8462,-0.09999999999999998,0.7
5226,0.389,0.293,0.318,-0.1779,-0.12857142857142856,0.7392857142857143
9343,0.126,0.686,0.189,0.2732,0.0,0.0
10870,0.166,0.834,0.0,-0.5849,0.15000000000000002,0.35
8724,0.0,1.0,0.0,0.0,0.0,0.0
2728,0.164,0.528,0.307,0.3477,-0.1,0.1
5449,0.0,0.682,0.318,0.6808,0.31666666666666665,0.4444444444444445
4911,0.0,0.84,0.16,0.2732,0.0,0.0
2358,0.096,0.764,0.14,0.296,-0.1125,0.2375
7769,0.0,1.0,0.0,0.0,0.0,0.0
3019,0.245,0.755,0.0,-0.5994,0.0,0.125
2809,0.0,0.874,0.126,0.3818,0.0,0.625
8082,0.0,0.558,0.442,0.8834,0.0,0.0
10703,0.186,0.641,0.173,-0.0516,0.55,0.7
7516,0.0,1.0,0.0,0.0,0.0,0.25
2624,0.0,0.849,0.151,0.4648,-0.065,0.52
3453,0.138,0.862,0.0,-0.34,-0.1,0.15
1655,0.0,1.0,0.0,0.0,0.0,0.0
10559,0.0,0.8,0.2,0.3612,0.0,0.5
8937,0.0,0.923,0.077,0.25,0.08333333333333333,0.13333333333333333
10181,0.538,0.462,0.0,-0.8885,-0.33181818181818185,0.7272727272727273
9243,0.095,0.794,0.111,0.1027,0.0,0.0
4706,0.0,1.0,0.0,0.0,0.0,0.0
5339,0.218,0.364,0.418,0.296,0.0,0.0
382,0.109,0.891,0.0,-0.296,0.1,0.4
8316,0.184,0.816,0.0,-0.4019,0.0,0.0
2420,0.14,0.86,0.0,-0.0772,0.0,0.0
97,0.22,0.78,0.0,-0.4767,-0.25,0.25
6298,0.422,0.578,0.0,-0.8074,0.0,0.0
1237,0.0,0.737,0.263,0.6908,0.0,0.0
4511,0.258,0.632,0.111,-0.4215,0.13636363636363635,0.45454545454545453
10049,0.0,0.921,0.079,0.2263,0.5,0.5
8916,0.224,0.606,0.17,-0.2263,0.0,0.8
7381,0.245,0.755,0.0,-0.5994,0.0,0.0
3824,0.0,0.685,0.315,0.5574,0.0,0.0
592,0.145,0.855,0.0,-0.296,0.0,0.0
220,0.531,0.469,0.0,-0.8807,-1.0,1.0
1787,0.146,0.854,0.0,-0.34,0.0,0.6
3858,0.134,0.711,0.155,-0.128,-0.4,0.4
52,0.341,0.659,0.0,-0.4767,0.15,0.55
590,0.18,0.82,0.0,-0.296,0.0,0.0
725,0.167,0.833,0.0,-0.4588,0.0,0.0
3357,0.0,1.0,0.0,0.0,0.125,0.125
3089,0.0,0.851,0.149,0.4215,0.4,0.39999999999999997
2663,0.186,0.814,0.0,-0.1531,0.16,0.5399999999999999
676,0.43,0.386,0.184,-0.6249,-0.19999999999999996,0.7000000000000001
10541,0.0,1.0,0.0,0.0,0.0,0.0
956,0.113,0.685,0.202,0.296,-0.5,0.9
9590,0.318,0.521,0.161,-0.5106,0.175,0.65
6301,0.0,1.0,0.0,0.0,0.25,0.375
8353,0.391,0.447,0.162,-0.7306,-0.3,0.5555555555555555
9096,0.339,0.661,0.0,-0.8271,0.1,0.2
7519,0.0,0.865,0.135,0.3612,0.0,0.0
7144,0.355,0.602,0.043,-0.8693,-0.2518518518518518,0.46296296296296297
6528,0.301,0.699,0.0,-0.6808,-0.125,0.325
7874,0.0,1.0,0.0,0.0,0.0,1.0
8390,0.388,0.612,0.0,-0.5859,0.0,0.0
9226,0.291,0.709,0.0,-0.8126,-0.8,0.9
3834,0.0,0.828,0.172,0.4019,0.0,0.0
848,0.136,0.864,0.0,-0.296,0.0,0.0
4556,0.14,0.86,0.0,-0.3818,0.0,0.0
10847,0.311,0.594,0.094,-0.802,0.35714285714285715,0.5714285714285714
5907,0.193,0.508,0.298,0.2732,0.2,0.55
8396,0.232,0.671,0.097,-0.6124,0.04034090909090908,0.48863636363636365
439,0.0,1.0,0.0,0.0,0.0,0.0
1035,0.145,0.855,0.0,-0.296,0.0,0.6666666666666666
8505,0.329,0.671,0.0,-0.8342,-0.22499999999999992,0.5
3951,0.115,0.885,0.0,-0.296,0.0,0.0
10470,0.166,0.834,0.0,-0.5849,0.15000000000000002,0.35
961,0.0,0.828,0.172,0.4019,0.13636363636363635,0.45454545454545453
606,0.18,0.82,0.0,-0.296,0.0,0.0
1209,0.0,1.0,0.0,0.0,0.0,0.0
8379,0.294,0.706,0.0,-0.875,0.22083333333333335,0.4666666666666666
5524,0.278,0.722,0.0,-0.8271,-0.19375,0.25
5298,0.193,0.807,0.0,-0.617,-0.16111111111111112,0.17777777777777778
6097,0.0,0.588,0.412,0.8979,-0.16666666666666666,0.16666666666666666
1845,0.205,0.795,0.0,-0.4767,0.0,0.0
